Comment,Type,Predicted_Type
我简直不敢相信这就是我心心念念了这么久的复联四我可去他妈的吧虽然我哭成狗但我还是要说一句垃圾作为雷神系列入坑的漫威粉我真的要实名辱骂罗素兄弟垃圾ooc成这样毁角色有意思吗可快去学学战争场面怎么拍再来吧只会荒野奔跑然后群殴肉搏吗我可他妈气死了罗素兄弟事实上已死亡,差评,na
感觉没有达到预期对这终局失望,差评,na
情怀就像一碗稀粥不能当饭吃饿的时候喝一大碗貌似既解渴又饱腹但一泡尿下去什么都没了即使加点白砂糖配碟咸菜也不行但要愣说它是珍馐那你可能要自我检讨是不是平日里垃圾食品吃太多了,差评,na
Neither selfcontained nor original,差评,na
在电影院差点没睡过去,差评,na
整个故事剧情很流水打斗也比不过第三部观感对粉丝较友好对路人很一般,差评,na
大家好我的性取向依旧是hot dad,差评,na
你们喜欢不代表我必须喜欢何况我还是真的不喜欢,差评,na
不好看漫威英雄电影后劲不足啊,差评,na
灭霸赢了因为只有灭霸是有灵魂的为了心中love和peace的乌托邦奋不顾身不择手段正面主角反而成了服务剧情的棋子他们被动的角色设计导致他们的牺牲和复活太过刻意甚至索然无味更多的只是为了续集电影的延续而复活因此围绕主角设计的插科打诨不够搞笑为主角设计的动作场面不够燃也不够壮烈因为他们都只是棋子而已,差评,na
3个小时讲的一塌糊涂可以说一锅粥都是老鼠屎了,差评,na
狗屎,差评,na
"10

从来对超级英雄电影不感兴趣也没看过漫威宇宙
豆瓣非得给我弄个三小时多的商业电影那我也不客气了",差评,na
烂片就两个字,差评,na
这大概是我看过最烂的时空穿梭的影片,差评,na
我在想如果同样的故事把英雄都换成换成中国人会不会尴尬很尴尬啊,差评,na
与如此高的期望相比失望在所难免,差评,na
圈钱剧情拖拉科幻片中的文艺片就服你还他妈卖这么贵,差评,na
无法欣赏用所谓视觉画面烘托起来的低智商剧情无法认可故事架构背后的价值观更是无法理解年轻一代接班中国大妈的从众心理这里钱多人傻看来依然没有过时,差评,na
这随心所欲的剧情杀九流的时间穿越理论次次冷场的笑话不连贯的角色塑造还有不可思议的时长只有Thor肚肚可爱作为肥宅观众激情落泪就算走不出来的时候也依然worthy,差评,na
利益相关洛基粉,差评,na
"烂尾了
想不落俗套强装深意却弄巧成拙
还不如复联1爆米花科技特效电影来的畅快淋漓
人设崩溃的好几个跟瞎编乱造的同人电影一样",差评,na
星战魔戒妇联第三代流行文化终曲挖掘老ip 尸骸何其愚蠢寻找新的星辰大海吧,差评,na
无聊,差评,na
很想再多给一星但实在不能再多了唉,差评,na
这是我看过漫威里面最差的一部除了最后一小时打斗的情节有没那么无聊前面真的闷得快要睡着不懂为什么那么多人说好看,差评,na
十年情怀啊朋友哭得稀里哗啦,差评,na
大片大片美国大片～,差评,na
反手就是一个一星,差评,na
朋友圈都是哭唧唧的影评看完电影发现除了想骂人其他啥感觉都没有时间线乱七八糟毫无逻辑就算了人设一个个崩得也太厉害了吧合理怀疑罗素兄弟是不是没有看过之前这些超英的独立电影看完3我就被烂到目瞪口呆没想到这部居然还能更烂,差评,na
这部电影评分能被拱上86是对豆瓣一直以来引以为豪的评分机制最大的羞辱,差评,na
一堆bug圈钱的被割的韭菜还当情怀美滋滋的,差评,na
分数太高了打个一星平均一下,差评,na
看个电影上了五次厕所前两个小时用穿梭时空对之前系列电影来了一个回顾最后来个英雄开会连飞马什么的都来了到处都是英雄看的我有点想吐了回头想想真不知道为什么还要看之前那么多漫威电影直接看复仇者联盟3 4不就行了真希望这种满足英雄粉子的意淫片赶紧结束罗素兄弟绝对业界服务态度数一输二的要同时服务那么多英雄和观众买完票进去都能爽到下次还有建国大业这种电影应该找这哥俩拍,差评,na
以后再也不想去电影院看特效大片了很没劲的感觉只想着怎么还没完分居然那么高上次看玩家也是这种感觉可能我不是漫威粉吧前几天看的调音师就有意思多了喜欢猜不到结局的的悬疑片,差评,na
太多逻辑硬伤比如惊奇队长连个手套都摘不下来猩红女巫在妇联三里跟戴宝石手套的灭霸还能抗一下这次一个空手灭霸还搞不定了本来英雄电影嘛就像七龙珠似的没啥逻辑架构打得好看带点情怀也就罢了漫威还到处埋线下伏笔也是动了心思的可没想到在穿越时空这一块尽嘲讽其他电影不讲科学逻辑这种五十步笑百步的情节我不认可两颗星一颗给特效一颗给电影院IMAX,差评,na
什么鬼,差评,na
裹脚布一样,差评,na
用行动证明逆转未来是同类型杰作,差评,na
虽然我真实的掉眼泪了 但是我对这个结局真的不满意 漫威系列唯一一个一颗星送给你,差评,na
Avengers Endshame,差评,na
快进看的,差评,na
年纪大了 无法对bug释怀 无法被煽情 而且实在坐不住三个小时,差评,na
再看超级英雄电影我就是傻逼 飞机上也不可以,差评,na
指环王用三部曲换一个史诗巨制漫威花了十年再见钢铁侠再见队长再见黑寡妇本来想给三星但想想美队的坑逼结局宇宙宝石个体功能的抹杀灭霸几乎无伤被杀的简单处理差评如果只有一个死我觉得应该是美队不是他该死而是他的人设最配牺牲的结局,差评,na
喜欢漫威这么多年对每一个人物都有感情所以最终篇是怀着期待激动的心情坐进电影院的但是我看的都是啥锤哥绿胖寡鹰队长一个个全在崩人设唯一没有崩的铁罐死的巨惨而且毫无必要更别提全篇的逻辑漏洞和情节bug还有脸diss回到未来这么多年的真心感觉就像喂了狗zqsg粉漫威果然是要遭报应的买那么多周边兵人漫画手办蓝光还有衣服鞋现在感觉自己就是个笑话几万块钱扔水里还能听个响扔给漫威结果就把我爱的角色们当垃圾一样踩十年系列电影的最终篇你就拍成了这么个垃圾玩意儿你对得起我们这帮粉丝吗,差评,na
作为一个总结回顾式的片子那就做个总结回顾式的评分漫威所塑造的这些英雄大同小异所呈现的故事大同小异什么力量原石时间原石也很小儿科什么一个响指减少一半人口就是一个敢编一个敢看想起了小时候看的数码宝贝之类的动画片也有什么勇气徽章力量徽章之类的这第四部里一直在回忆最后才打两下沉闷无聊有骗钱的嫌疑此类片子全民狂欢只能再次说明大部分人的审美就这水平都特么一天天别装逼了您配么,差评,na
漫威春晚大联欢初代英雄告别战从来只有新人笑有谁听到旧人哭,差评,na
商业推广做的比较好,差评,na
看叻开头就想走 人堵走不了 浪费生命啊 一点意思也冇 片子,差评,na
终于完结了讲了一个傻逼版的集齐七龙珠召唤神龙达成时间倒流的愿望回去杀死boss的故事,差评,na
现在就是后悔非常后悔,差评,na
前半段太无聊像是励志片中段穿越实验像是科幻片后半段群殴切换成超级英雄片结尾又成了上世纪复古老电影虽然穿插了很多老镜头老梗但实在看不出这部的亮点在哪里,差评,na
罗素兄弟傻逼在影院里哭到发抖做错了什么粉漫威十年被喂这样的屎,差评,na
给五星可以复活钢铁侠和黑寡妇吗不行那就一星吧,差评,na
无感喜欢雷神母子戏,差评,na
穿越偷宝石这点事有必要3小时嘛昂,差评,na
为了豆瓣勋章补打卡西方文明就是强盗文明如果一伙儿强盗被另一伙儿强盗打劫了怎么办自然是抢回来他们就是这点儿智商和能力了但是他们武德充沛所以更能够以德服人那些超级强盗关心那些都是没用的破事他们不关心巴勒斯坦人民的遭遇不关心战乱和作恶政府他们不关心战争贩子和军火商他们也不关心如何处理万恶之源的美国和英国政府我属鼠我骄傲一只老鼠拯救世界,差评,na
看完唯一感受是恭喜RDJ脫離漫威苦海希望我喜歡的演員都遠離漫威整部電影洋溢著一句話什麼東西這樣的電影也能賣座成這樣成何體統,差评,na
这是我看过最烂的复仇者联盟的片子看到中间我都能猜到整个剧情的发展只要多看一点美国的科幻片都能猜得到而且为了增加时间故意搞了一点情怀看来漫威的那个灵魂老头子走了那漫威也就差不多可以倒闭了故事烂就算了有情怀支撑整个片子把之前的演员都请过来凑人数而且最让我受不了的两个主演还挂掉美国佬不是永远打不死的不是一个人可以打权一千人万能吗这不符合美国人的强盗逻辑啊而且几位主演都相继凋零连美国队长都变了老钢铁侠挂了女主也挂掉了以后卖我想卖情怀都卖不了这是我看过最烂的漫威影片,差评,na
好失望啊完全配不上十年磨剑终极之战让人睡意连连的节奏强拼硬凑的人物剧情尴尬的煽情这也就是当完成个任务罢了我宁可记忆停留在无限战争仍然保有着期待,差评,na
给粉丝强行喂shi的巨作,差评,na
给这片子辩护和给毛片辩护是一个思路就是为了爽来的须知水钻奶罩和操逼或者操屌没啥关系看这片子如同意淫都找不到阴道,差评,na
很烦美国队长的道貌岸然 没啥用最后还享受了人生 黑寡妇倒霉 死了 但是人家鹰眼有老婆孩子 毫无损失 钢铁侠有老婆孩子 但还是死了 神烦感情戏 惊奇队长明明可以锤爆灭霸 但被恶意削弱 而且总是到的太晚又走得太早 只能酱油  雷神和美队毫无作用 但戏份很多 烦躁 其他人基本酱油 没用 看完觉得bug很多 不是合格的爆米花电影,差评,na
故事寫得太糟糕了預期被拉到這麼高結果你給我這種劇情復聯3可以打85分的話復聯4只能打45分當N多英雄從金環走出來復聯3那麼好的敷陳都辦壞了沒有殘酷的生死就沒有真正的超級英雄,差评,na
漫威邪教真的顶跟啊坤粉丝有的一拼电影一般粉丝高潮你太美了二星平衡,差评,na
拖沓缺乏逻辑情怀泛滥光靠情怀就值五星,差评,na
不是因为谁死了 是乱七八糟的真的很烂,差评,na
打这么高票价就能值得回来,差评,na
"电影值两星为了表示对脑残粉的鄙视减一星
刚上映的时候打两星现在重看依然只值两星
当导演江郎才尽的时候穿越时空是一个救命法宝既可以攒一部新片出来又可以卖情怀把一帮粉丝感动得不要不要的真是一举两得",差评,na
我终于可以理直气壮的说 从雷神系列13 到复仇者系列14 真正了解索尔的导演 唯Taika Waititi一人 真的生气 都搞什么啊编剧从哔我自主规制了开始偏向性就不要太明显 什么感动到哭 我是被气哭的,差评,na
低于预期太多剧情单调灭霸形象彻底崩坏为了反而反失去了复联三的魅力,差评,na
为两位短发女士打星,差评,na
这种穿越过去的烂梗只有在黔驴技穷时才会用一群观众被耍的团团转还在大呼过瘾吗按照这个逻辑可以开启无数的平行宇宙然后故事没完没了鄙弃玩情怀真是百试不爽不过最后都没有好结局,差评,na
不行当然不管怎样还是好过流浪地球和战狼,差评,na
罗素兄弟垃圾同人片,差评,na
发自内心的说这部电影就是为了流量明星拼盘的小时代超级英雄时代的春晚一堆狗屎,差评,na
看完觉得bug太多了叙事混乱剧情冗长其他英雄人物打酱油铺垫的不够到位不如复联3精彩大杂烩主题不够明显为了煽情而煽情强行生死逻辑性太差失望,差评,na
对不起但我真的没啥情怀分逻辑上bug一大堆黑寡妇死得也莫名其妙为什么不能趁灭霸是个婴儿把他杀了也没解释明白锤基党最尼玛惨凭什么啊锤哥怎么就变成一个废物了这才不是雷神呢脏话脏话脏话,差评,na
不是这种美国个人英雄主义我是真受不了大炮轰了半天还真就轰不死一个,差评,na
垃圾,差评,na
我的MCU最後一部或許一直這麼錯過時代也好,差评,na
你跟我讲这是Endgame能不能再差点完全就是流水账加卖情怀剧情智障算了你打斗和特效能不能给点诚意还有10年了豆瓣这一帮中国特色漫威影迷真是让我吐够了,差评,na
为视效加一星吧为了以后的剧集完全不顾前作的创作初心了各种强制煽情ooc人物以及主创脑残不统一的访谈解释美队毁于最后五分钟再见,差评,na
经鉴定复联14全都没有漫威各单片好看耗时3小时的复联4 前2小时靠一些熟脸和废话堆砌最后半小时靠一些英雄形象的谢幕来支撑精彩场面也就半小时情节更简单就是找宝石~打响指~~,差评,na
我们觉得太无聊了前面漫长得几乎没有尽头的铺垫两个小时没有起伏的剧情再加上粉丝没完没了的bbbbbb个不停年度最想忘记的电影,差评,na
作为最终章观影过程中的心理活动基本是我去这样也行卧槽那样也可漫威这么赤裸裸的秀全家福太恬不知耻了吧难道作为续集再续集的电影就可以违背电影基本结构吗或许粉丝向影片就是这样吧你可以完全忽视所有的逻辑硬伤和不合理之处一定会有人说你为何如此认真我想说这是DC小丑的名言,差评,na
在电影院看完撞死了一只羊之后溜进一个厅看了十五分钟第一个镜头是MARVEL STUDIO的logo然后是钢铁侠在飞船上与一个伙伴玩游戏看到出片名就不看了一来没3d眼镜二来要逛博物馆三来很不喜欢撞四来没看过妇联123五来厅里空调好冷六来好饿能拍到第四部的系列片好睇都有限,差评,na
灭霸属性压缩过头了灭霸队伍太弱都不知道怎么征服那么多星球的这样光地球的人就能灭了灭霸意思是地球人全宇宙最强,差评,na
多年后复联电影会是年轻人眼里的笑话这么多异装癖大佬搅在一起忙上忙下说要拯救世界不奇怪吗,差评,na
Not MovieNipple for rabble,差评,na
我没有粉丝滤镜所以就不宽容了,差评,na
我不管我不管还我灭霸,差评,na
废柴联盟拿什么跟buffyverse比 除了画面流畅点,差评,na
角色确实ooc了能级根本不匹配时空穿梭反常识反得太严重bug真的多3和4逻辑既都不通顺了旧片段太多根本看不进去片段化太碎了碎到根本不想在乎他们了,差评,na
雷神和盾ooc的特别明显醉了回到过去啥也没救和对象快乐的过了一生又回来了还有啊我们只有那么点粒子只能一人一次来回灭霸我们有粒子百万大家和我一起冲鸭惊队就更迷了存在的意义在哪战斗力忽高忽低这他妈为啥能九分你们这分打的,差评,na
工会电影票众筹影片,差评,na
拍的什么鬼 其实也怪我不该看,差评,na
太失望了作为十年的漫威迷我们要理智不能别人说好就跟风说好请问认认真真把所有漫威电影看过的人你们真的满意吗你给我的就是把cp凑在一起就圆满了吗最后结局难道不个人英雄主义吗那其他英雄是干嘛的内容太牵强太生硬了吧还原以前的场景难道不就是为了凑时间吗编剧不是在欺骗吗赚钱的目的太明显了吧你的中心内容是什么核心呢总结就是我知道为什么全球首映要在中国了还是中国影迷的钱好赚啊不能用这样的方式欺骗影迷的心啊,差评,na
不是漫威粉丝但天生吃长情告白式陪伴这一套 复联宇宙只有Bourne手持摄影风格的美队3在我心中是上乘 其他都逃不出爆米花电影的窠臼 无论超级英雄们怎么亲民式的嘻哈打笑都甩不掉他们身上的精英主义和套路 他们所有的内心世界加起来都不如一个Joker深邃 就像权游纵然恢弘庞大 但依然无法比肩挖掘个人和体制深度的WirePS 本来喷了一波其他时间旅行电影还以为自己会很严谨结果一大把一大把的祖母悖论真的没问题吗都是所谓的超英队列一边是核弹级的破坏力一边是一颗子弹一颗子弹地突突突真的能不出戏吗拥有一眼万年时间操控能力的奇异博士真的会像凡人一样打打杀杀争来斗去吗最后鹰眼真的不是渣男吗 773 IMAX,差评,na
时空穿越真是看不下去,差评,na
这类电影看过隔一阵就根本分不清1234了就几个形象而已,差评,na
对漫威的这些超级英雄都没什么感觉浪费三个小时看了个假七龙珠负分滚粗,差评,na
又臭又长,差评,na
上映nmb呢圈钱不要太难看了果断一星🤗,差评,na
体验糟糕上了两趟厕所以及不知从哪个方向总是传来剧烈口臭,差评,na
一开场就先把上一部没收尾的烂摊子了结掉然后大家一起没什么磨难没什么挫折地走了个过场堆砌完尴尬的笑点和强扭的煽情后再堆砌了半个钟打斗大场面最后政治正确需要完成工作交接男人战甲传给女人白人盾牌传给黑人男白人王位传给女黑人 比两年前的正义联盟还差,差评,na
这是系列的终结但却是工业流水线的开始,差评,na
羞辱 耻辱 这样的退场 我不接受,差评,na
中途睡着了两次醒来娜塔莎不见了钢铁侠死了美国队长把他形影不离的锅也扔了,差评,na
剧透预警真受不了上一集灭霸为清理人口打响指那次屁事没有这集是为了弄死钢铁侠强行加了个打响指自己会挂的设定啊开头灭霸用宝石炸宝石受伤说得过去你用宝石灭部队也死人也太刻意了吧捂脸,差评,na
别再刷屏啦 蟹蟹 票价也就那样 一个个搞得买了奢侈品似的 也别吐嘈了 本不介意被刷屏的 一群吐槽汪弄得我厌烦无比 只愿世界和平⋯⋯电影看完了学校公司的事做完了没,差评,na
不是故意的但忽然联想起美丽新世界里形容的电影了现在美国除了这样的电影似乎没什么挣得到钱的但偏偏这种电影在中国还是能赚到心里有点害怕了,差评,na
漫威英雄电影就是儿童特摄片用高特效去拍毫无意思支持科波拉和斯科塞斯,差评,na
天哪我简直不敢相信这种大杂烩居然在豆瓣能有这么高的评分打两星我都觉得高了都是烂透的套路乏善可陈各种bug最后的两军对垒完全是打群架的即视感两个多小时几度瞌睡好莱坞大片好吧不过如此,差评,na
没有三好看电影后面的人素质低大声说话五线小城市辽阳,差评,na
标一下做个纪念PTSD三周要move on了如果我是个路人大概会给354可惜我不是我曾经真诚的爱过某些角色不给1星对不起付出的感情谢谢它掐灭了我对漫改片最后一点幻想祝某老鼠在这个完蛋的世界里钱途似锦吧,差评,na
漫威打卡看,差评,na
难看需要补个情怀吗,差评,na
剧情不够情怀来凑,差评,na
节奏拖太慢本身不是铁粉没有什么情怀可言,差评,na
无搞笑无场面无剧情就是一锅英雄大乱炖而已N,差评,na
不培养情怀的话看这个宇宙就只有一个感想终章也这么难看也是不忘初心了,差评,na
做什么情怀呢 什么玩意儿啊,差评,na
惊队很忙,差评,na
揪着豆瓣上的好友们在戛纳看片而我却只能看复仇者这片子完全就是大杂烩耗时间,差评,na
我终于终于明白了Vice那句世界在下沉我们在狂欢大家想要的只是即时的快乐哪怕这电影在视效外的躯壳蠢得可以,差评,na
几部里最无聊的一部了纯碎是看个大结局罢了,差评,na
这有什么好剧透的根本就是大烂片啊,差评,na
Fantasy就是当制作越来越有钱 越来越好莱坞流水线 越来越商业模式 就变得失去那一点点的奇幻惊喜了,差评,na
客观评价也就是三星但是中国人这种崇洋媚外的心这辈子改变不了了要说国产点电影是扯这个就更扯了特效没的说,差评,na
被同事强行带去看了三个小时 又无聊又累,差评,na
电影票为何贵贵在时长贵在演员的片酬却丝毫不可能贵在内容多么漫长的一部结束比复联3还难看我也是很服气了为什么痛恨别人剧透因为这片子就这点东西说一点就透完了想来中国圈钱就请做精致好吗让我们被圈得心服口服,差评,na
"平庸俗气作为一个比漫威迷看的电影和漫画还多的观众复仇者系列电影至始以来就像在讲童话故事情感薄弱跳转极快除了钢铁侠这个角色其他的毫无灵气可言远远远远不可能达到星战和指环王的史诗高度或者说同是童话故事的哈利波特都比之高了几个纬度
奉圈钱之名屠情怀之人",差评,na
看完此片后我作了个统计所有露脸的演员中有19位获得过奥斯卡表演奖提名其中7位至少获奖一次另雷德福居然没有获得过表演奖再次证明好莱坞是铁打的营盘流水的兵作为代表一个时代的系列的最终章情怀和政治话题顾及的太多情节则太草率了再另如果要表达团结平等世界大同可以不要用美队来结尾吗,差评,na
灭霸  ಥಥ,差评,na
时间也太长了,差评,na
成人认为漫画意义深远超级英雄电影是伟大的影片只能证明人们还是没有长大bill,差评,na
真的吹不起来作为一个一路追下来的人只感受到了欺骗和敷衍以及初代为后者铺路的集体崩坏因为太强就不让她出现因为太强就肥宅消弱强行死亡强行给下一代退位上一秒鹰眼痛失妻儿颓废杀人泄愤下一秒就和黑寡妇互为此生挚爱我感到恶心和导演满满的恶意锤哥路过他弟的监狱房间看都不看一眼这也不符合一个之前怎么都不放弃弟弟的弟控还是死在自己眼前的自己最后抱着他等飞船爆炸的人人设崩没崩活成个肥宅欢脱且没心没肺最后还丢下自己的子民跑了真的很想冲到荧幕里去打醒他卡魔拉出现又消失那同样遭遇的我寡姐呢真的是一锅乱炖好生难吃,差评,na
流水账剧情,差评,na
我接受不了雷神变成肥宅就酱,差评,na
"到底反派为啥这么强老打不死太套路了总不死死的就是不续约的
从来都是突然一个错误满盘皆输然后英雄都靠幸运值赢回来",差评,na
unworthy,差评,na
全程打呵欠不是漫威粉三个钟头分开了三次看睡了三回灭霸之前的威武一下子变这么弱鸡各位小队员相亲相爱团结就是力量这故事好比小学作文,差评,na
"跟x战警逆转未来比差远了故事性甚至不如回到未来三部曲除了情怀什么看点都没有情怀真是越来越便宜了3个小时就是给你做加法的吗
但是唯一让我感到欣慰的是西方世界开始没落了因为他们已经连一部像样的主流价值观电影都拍不好了曾经他们是那么擅长比如1994年how time flies",差评,na
T台走秀,差评,na
别闹特别普通的一部商业片,差评,na
觉得一般般感觉就是打群架没什么主题比较散,差评,na
还记得小破球吗   不爱国的垃圾们,差评,na
罗素死了作为粉我真的不能心平气和的打这个分没有意外二刷之后我应该再也不会进电影院看任何一部漫威的片了,差评,na
内容廉价感情廉价想象廉价用武汉的街头语言来表达就是码头好吃篓子这应该就是写字楼里密室逃脱的闯关游戏吧美队的美国屁股到底还是被灭霸的电锯给割开了,差评,na
10分给所有超英0分给罗素兄弟组团去炸他们时喊上我,差评,na
强行煽情拖时间用时间穿越老梗没新意钢铁侠片约到期写死赚泪点再毁掉绿巨人让环球傻眼,差评,na
作为一个没看完所有漫威电影的人来说看得好累电影就像写作这篇习作原谅我给不了及格分,差评,na
憋着尿呵欠连天的看着一心只想快点完吧我要上厕所,差评,na
就 真的很PPT电影啊很没有诚意 就最后20分钟稍微热血沸腾,差评,na
复联一直很差,差评,na
没意思,差评,na
太一般了节奏冗长还是喜欢第一部,差评,na
垃圾,差评,na
还是老一套没意思,差评,na
浪费感情,差评,na
无聊至极,差评,na
鹰眼逮谁搂谁 臭流氓啊 美队钢铁双煽情 为下一个摇钱树蜘蛛侠疯狂打call 不得不说 最漂亮的还是菲弗和奥妹 过于做作的人物性格导致灭霸成了复仇者联盟中最讨喜的个体,差评,na
nah,差评,na
真不行,差评,na
漫威话本第XX回俏鹰眼情挑黑寡妇猛队长自己绿自己,差评,na
陪朋友看首映 电影院里鼓掌你们在鼓啥不下十次,差评,na
这是最好的结局我呸,差评,na
一星是情怀那三星也是因为情怀,差评,na
好吧我承认漫威电影确实在那些年给我了一些特别美好的体验那些超级英雄们确实都很美好但并不代表可以把所有超级英雄加在一起搞一部电影就很美味这完全最后就变成卖流量的破电影没有逻辑没有剧情就是高价请明星摆出美好的样子让你掏钱这个系列其实都很难看我看豆瓣评分都不低反正就是有人愿意买账还觉得很美味就是了这样能赚钱还有好名声的事情谁不做,差评,na
什么时候普通的机械战甲手套也可以承受六颗无限宝石的力量了黑寡妇鹰眼相互至爱黑寡妇不是和浩克组cp吗而且鹰眼有老婆孩子拍的还可以不过玩梗和致敬早就不新鲜了牺牲一两个存在感很强的英雄就能让漫威粉集体高潮飙泪这就是电影宇宙的好处DC你学会了吗,差评,na
三个多小时太长了文戏是无聊加bug多到数不胜数我都不懂怎么就这么结束了结局好不科学打戏是上一集一模一样再来一遍,差评,na
大乱炖怎么感觉一部比一部难看是我审美疲劳了还是漫威新瓶装旧酒,差评,na
不多不少 睡了一整个大战 行吧,差评,na
我要看复联视死如归打灭霸而不是漫威11年经典场景回顾展我要看三巨头背水一战破釜沉舟而不是初代集体谢幕仪式这不是终局之战这是情怀告别无限终章拍成这样我真的好遗憾寡姐和举起神锤的美队加一星导演莫名其妙糟蹋雷神也许是漫画梗抱歉我也只是个漫威影迷减一星,差评,na
垃圾电影卖弄情怀故弄玄虚剧情极差bug神多毫无诚意毁我青春,差评,na
编剧真棒呢每一句台词出来都知道下面会怎么接3个小时完全没有任何惊喜不还是有惊喜的谁能想到4的压轴大战竟然是把3拍过的再拍一遍呢Amazing编剧想让谁死让谁死考虑什么逻辑手套的追逐戏都把我看笑了真有趣你看手套被抢走了又抢回来了又抢走了又抢回来了最后惊队Excuse me你有事吗你在干嘛,差评,na
快睡着了情节逻辑人物弧光都显得极为弱智每个英雄的战斗力和智商都随着剧情忽高忽低各种插科打诨老套幼稚的烂俗梗反正我咽不下非常尴尬毫无灭世的危机感毫无战斗杀戮感各种ppt画面特效吧又比不上斯皮尔伯格欸好似春晚明星大联欢,差评,na
打五星的你们良心不会痛吗 大烂片开头俩半小时全是对白跟话剧似的打斗场面就最后十分钟比如前一部差太多了垃圾中的战斗机白花电影票钱太烂了千万别去电影院看在家等资源就可以了一多半人看到中间就走了,差评,na
虽然我看了首映 但是当同人文看我都嫌OOC 从队3开始就忍不下去了 熬到头了 886,差评,na
全片尿点,差评,na
辣鸡,差评,na
主打情怀的不合格爆米花电影3个小时的亢长无聊只为了圆各种梗作为一个独立电影一星都不想给人物为下线而下线bug满满结尾强行zz正确没有漫威情怀的只会看的一头雾水3个小时干点啥不好,差评,na
全宇宙人民说英语系列,差评,na
唉终究是不喜欢,差评,na
对我个人毫无意义的电影,差评,na
所有场景都朝着scene of the year去 所有笑话都极其刻意 虽然以前也是这样但这次我G点全部失灵了怪我 怪我 三小时在毫无波澜的心境和偶尔的白眼中度过,差评,na
低能,差评,na
3小时的电影两个半小时的 SHIT~,差评,na
以救世主的名义打着复仇和正义的旗号上演另一出血的恶斗历史书上相同的故事比比皆是希望蚁人没出现故事结束在孤老的灭霸身死形灭的那一刻,差评,na
复联4就是一张大合影而已 复联3我已经觉得很boring 可是和复联4比起来可算是杰作了 再加上各种骚操作以及318一张的票 我尽一点九牛一毛微薄的拉低评分之力吧,差评,na
还行吧莫得啥好说的,差评,na
节奏感太弱,差评,na
拖沓 松散 凑时间 音乐缺席 情绪尴尬 这是想学人拍严肃片吗,差评,na
挺无聊的,差评,na
"为啥我要看复联终局之战

漫威出品的所有英雄联盟那些低幼的情节为啥自己一次又一次要看

当人可以超越凡人成为超人的时候他的思维模式难道不会也超越于凡人吗

我相信在茫茫宇宙当一个生命体的能量已经远超于常人的时候一定不是用来继续停留在打打杀杀最原始的暴力上的

看到最后所有神级一样的角色都像当年抗日战争一样全部以地面作战方案在厮打的时候

我想创作者需要找个安静的地方冥想静养一下

然而我的寡姐就这么以东方不败之势跌落黑木崖挂掉了吗

有人帮我解读一下吗是我在连看三遍还严重走神下漏看了她有复活吗绿巨人的后期做得也太不像美国大片的水平了",差评,na
这剧情有点糟啊这些人沉浸在过去这么折腾明明也挺自私自利的拿自己和别人的命去赌所以说这群人到底比灭霸强在哪呢灭霸真是养的都是坑爹女儿还多了一个有bug的惊奇队长真可怜233没情怀凑个热闹,差评,na
一般般,差评,na
也就打打怀旧牌靠谱剧情和战斗场面都算全系列最差时空穿越就是个笑话花里胡哨地粘贴复制和仪式化道别让人看不到一丝诚意自我感动终究是有限的其实剧情的主题回到过去与自己或亲人相遇对于主角们来说既是一个机遇也是自我遗憾的再次补完穿越可以无限回溯或分叉因此产生多种可能最后剩下的那个抉择无论多么艰难选择必要的和承担的才有可能是真的在这个基础上进一步追问什么是英雄才有意义,差评,na
我没有情怀我觉得不好看坐时光机回去再战一次这样的梗实在太牵强了,差评,na
"怎么说呢很复杂的心情
这既在于不想承认自己是个纯傻逼
又在于这部电影除了文戏的有限提高之外一无是处
甚至这样的电影要比战狼2有毒的多",差评,na
垃圾,差评,na
希望越大失望越大,差评,na
"仅个人观点
1妇联4的票房成功很大程度上是因为妇联3挖了一个大坑灭霸有手套之后那么牛逼怎么可能打的过结果妇联4告诉我们穿越时空可以改变一切要是能这样任何一个牛逼大boss都可以这样被打死有什么意思先不说因果悖论我只觉得这坑填得很让人无语
2妇联4牺牲钢铁侠换来票房我这种非粉丝对此并没有任何感觉
3论制作精良程度妇联3比妇联4强太多了另外我觉得灭霸才是漫威真正的英雄但是灭霸不把自己的计划告诉卡魔拉和星云让我非常无语在她们小时候给她们洗脑不就完了吗瞒着她们有什么意思为了剧情需要漫威什么事都干的出来",差评,na
逻辑bug和行为心理学bug超多的复仇者联盟撞上了bug最多的题材时空穿越感觉就像看马戏表演好你说救不回来就救不回来吧你说穿越回去不是同一个宇宙回来就是同一个宇宙了真是开心就好,差评,na
这片子你告诉我怎么上的九分豆瓣上对洋大人的烂片真的是毫无下限地跪舔,差评,na
拍的很着急鸭,差评,na
漫威圈钱四部曲终于画上了一个休止符不断强行加入新人物各种拖时间的无意义桥段赶紧毁灭吧,差评,na
很差,差评,na
10年 我三个多小时都看了什么玩意儿,差评,na
失望除非对漫威熟悉否则根本无法产生共鸣前面2小时半在哔哔哔后面半小时打斗不如妇联1妇联3雷神3钢铁侠等,差评,na
有点尬评分也太虚高了,差评,na
一如既往的弱智,差评,na
完全不知道怎么形容通篇烂梗和情怀3小时的电影有2个多小时在嘴炮服了,差评,na
除去情怀与特效这部电影就是个垃圾,差评,na
粉丝电影粉丝是首要的电影是次要的嘛,差评,na
