Comment,Type,Predicted_Type
"宣传语应该改为漫威打戏重回巅峰因为除了打戏就没有优点了拍十八线小英雄还得是詹姆斯古恩人家是真能把每个角色方方面面都给照顾到这片的理论上限大概就是银护3最后那个大拥抱就是学人家的可是你们的团魂呢你们好像才认识没几天吧人物戏份占比分配不均是一个问题还有一个是情绪是要靠传达的表现一个人物孤独不能只让ta用台词说出来或者直接给反派起名叫void说个题外话漫威现在数值膨胀太猛了新英雄这么强你让我们老版本英雄怎么玩
楼上友嘉影城",差评,na
好难看全程打嘴炮,差评,na
啥玩意儿啊这是这也叫超英片,差评,na
Boring boring boring从头到尾话疗而且还是那种笑点和有效信息都乏善可陈的尬聊看得只想按快进花了电影票钱真的不是来听这帮人互相疗愈的啊Valentina迷之自信小队成员集体丧气全片做出的最大战绩就是把一块混凝土推倒让这么一帮新复仇者们+一个黑化就带全世界狗带不黑化只能输出负能量的nobody来保护人类还真的是让人放心呢善良与邪恶分身并存的设定看出了一点Scott Pilgrim vs the World的味道但目前剧情进展都还没有到解决问题的情节按漫威的一贯作风估计又会高举轻放下次再见直接收放自如了20250504大光明,差评,na
复联四后经典巧克力答辩凯文飞机来了也没用这么好的题材最后也搞砸了真是没希望了最理解星战迷的一集,差评,na
抑郁症诊疗片,差评,na
我真的要睡着了,差评,na
美国的电影就是太差了,差评,na
这种垃圾电影也能高潮想拍的有深度结果肤浅的很打斗戏雷声大雨点小结果就整了部三不像五一看的第一坨,差评,na
莫名其妙,差评,na
没有燃点也看不出什么深度作为爆米花电影都看起来不太开心呢期待中的三流团队打成一团的概念也是名不副实实在是宣传太会找点罢了以及皮尤实在不适合这类大片真的太文艺脸了啦,差评,na
这还能有68分是什么鬼,差评,na
漫威版自杀小队拍的磨叽太能唠了低配斯嘉丽和甜茶审美真是降级了女主一大圣母像bob的新妈妈逻辑对吗冬兵一直都是笨蛋人设吗这样还当议员呢哨兵像蝙蝠侠想象中恐惧的超人还学上人家的设定了这几个人刚刚认识也太团结了也学过团结就是力量吧最后一辈子的心理疾病重温一下就好不会填坑就别挖这么大感觉是给美国青少年的心灵鸡汤,差评,na
"剧本水得就像小学作文所有好人坏人羁绊分歧都像儿戏似的动作画面更是少得可怜打斗场面也不都爽利节奏完全一塌糊涂
我可以接受爆米花无脑但要够爽我可以接受超英电影节奏平稳但叙事和人物塑造要强这片子就是啥都想要啥都没捞到",差评,na
想给超英电影加一些心理活动的深度但呈现的效果就是粗浅无聊最要命的是没能创造哪怕一个奇观场面连身体奇观也没了好歹给我看一看巴基的奶子和屁股呢,差评,na
垃圾,差评,na
吹太过了要剧情没剧情要打斗还是凑合看看剧情吧,差评,na
臭鱼烂虾联盟真就不如路边一条美式样板戏最好的创意是末影人特效还是寂静岭心灵杀手玩剩下的漫威电影的时间线如果在复联4结束然后拍拍剧集还能留具全尸现在的狗尾续貂无不印证马丁斯科塞斯的名言漫威拍的不是电影是游乐园影像演员演多了这种摇头晃脑的角色以后还能演正剧吗,差评,na
好难看啊新复联的开场如此拉跨吗,差评,na
全片最宏大的战斗场面是雷霆特工队全员对阵三台悍马军用吉普重武器上限是直升机机炮整体充斥着搞笑抽象的气氛难以作为漫威的正传作品登上国际荧幕,差评,na
布什海报上怎大个模仿大师结果一上来就领盒饭了值得肯定的是同样是摈弃大场面这部的肉搏战比起新美队要好看不少不过核心价值走向以及剧作思路的转变并没有逃过套路化模版的束缚身为废物打工人的失意孤独以及虚无确实是很容易令人共情并顺应当下的时代病症可哪怕再煽情依旧是打嘴炮也令人难以共情归根结底是导演有了一个求变的不错的点子但真正内里的表达还是懒惰取巧的觉得观众好骗仅仅是说几句浅显俗套的台词就妄想打动人他其实丝毫不在乎角色的过去那些创伤与痛苦他只想高喊新复仇者联盟的口号只有炒冷饭和卖肉的本事既然这样还不如让巴基露露基巴呢,差评,na
" Pathé Arena 
IMAX Laser 
戏里戏外有一个对照组显得更悲凉了
两星全给皮尤",差评,na
伪造痛苦然后宣称自己已经克服了它呕,差评,na
最近烂片有约看多了不断幻视鲨卷风选哨兵当反派大方向就错了战力差距过于巨大最后只能靠嘴炮,差评,na
本着必须把票用掉的原则新时代的漫威足够的boring啊希望用大家都是loser来共情牛马然后是心理阴暗面和救赎的博弈确实剧本着实不行结束后看到大家久久不离去还是很久没看到这个场景了复联爱好者大基数还在啊虽然我不是,差评,na
5710纽约那回路式的场景设计加一星吧,差评,na
有点无聊还嘴炮呢,差评,na
+,差评,na
只能说去电影院看真不犯毛病吧,差评,na
510 CBD万达IMAX激光话疗,差评,na
哎一如既往的打斗不够刺激也没啥特效唯一群殴场面感觉哨兵像祖国人反派实在拉胯,差评,na
60都是文戏我本来还期待着一些爽感十足的打戏是因为战力不够干脆不好好打了吗对漫威宇宙不了解的人看这部电影有难度光搞清楚人物关系就费劲剪辑做的不好有明显的不连贯镜头人物也很薄完全共情不到感觉所有人都是一种情不知所起的诡异状态怎么就和解了怎么就弃暗投明了理解不了,差评,na
25 好寡淡的故事,差评,na
起晚了早上巴里林登重映迟到半小时不让进了给我换了最近一场雷霆小队的最后一个位子看完就是很后悔没挣扎一下起来看巴里林登,差评,na
IMAX 垃圾玩意浪费钱,差评,na
感觉美帝的价值观现在已经支撑不了复仇者联盟了漫威的故事实在是讲不动了开始走吐槽模式拥抱meme时代还有瓦伦蒂娜这个角色真的不是图尔西加巴德吗,差评,na
枯竭,差评,na
仅仅比三个星期前的大糊片谍网追凶有趣那么一点但不多对于一部超英电影没有什么比让主角团和反派之间缺少真正的对立关系更令人感到无聊的了,差评,na
20250430 百丽宫iapm激光IMAX,差评,na
无时不在的插科打诨穿插回忆让人觉得又可叹又无奈都是老配方了不新鲜悲惨过往人物深度分裂人格精神迷宫亲情爱情逐个升华也都见怪不怪还不如实实在在打怪爽一把三流超英就是这么个出路雷声大雨点小整出个大事大怪也得赶紧在结尾前给收拾了不能影响主线剧情开头既然要把这几个人一锅焖了也没必要设计让他们互相残杀直接按按钮就行更没必要倒数2分钟结尾更是彻底闹着玩了反派瞬间变老板那这两小时干嘛呢都WOT,差评,na
其实这是一部抗抑郁症宣传片吧,差评,na
拍成一部类似于潜伏招魂的恐怖片会不会更好看,差评,na
漫威也有自己的超人辣,差评,na
前一小时三颗星后一小时一颗星巴基一个人帅可以打五颗星但那有什么用呢哨兵的人物塑造烂到爆炸配乐也是一塌糊涂原本这部电影可以成为一部平庸但能看的超级英雄电影但如果要用已经至少三四部电影来缅怀妇联却始终原地踏步吸血老前辈的话我看漫威是真的没有复活机会了到底是这个世界观里的人走不出妇联还是赚不到钱的制片高层走不出妇联啊真的好难猜呢,差评,na
美国队长4我能给3星这片子比美队4好在哪,差评,na
边角料们的边角料 全员丑比 太丑了 能把英语说的这么难听也真是酷刑 俄式大舌头哞哞哞 演技油腻剧情尴尬 哭尼玛哭啊 注水剧 台词就跟现编的串词一样太不讲究了能不能改成无声的 只有冬兵耍帅的那一下子让我梦回复联 以及最后的幽默感 but整体不行 不能这么糊弄粉丝吧,差评,na
我是来看打仗的不是来上心理课的,差评,na
中国电影不好看没想到外国电影更难看小家子气的超级英雄明天看看水饺姐,差评,na
除了女主的演技和一小部分动作戏其他真的给不到很好的评价所谓最后的重磅彩蛋充其量就是YG宣布回归结果是金智秀带着BabyMoster真是漫威粉的福报,差评,na
低配版复仇者联盟,差评,na
好无聊的电影谁在说漫威翻身了,差评,na
"做不到超英类型片中的视效宏大打斗场景爽但是又没法在立意和高度上有深入的表达以及完全没有必要的3d半路杀出的哨兵战斗力和其他人差距过大打得没有看头
不及格",差评,na
实在勉强,差评,na
"底配版新复仇者啊原来是不是你们自己看看这吸粉吗莫名其妙的团结友爱莫名其妙的创伤越来越合家欢过家家了最惨还是我们复仇者大楼尸骨未寒办公室出租还又被砸了",差评,na
很差吧,差评,na
除了辣辣巴基宝贝之外不知道这片子有什么存在意义,差评,na
这不就是重生之我在亲友陪伴下打败抑郁症好美式的精神内核永远会在失败之后大骂队友然后战队分崩离析又在危急时刻突然出现拯救路人team重聚接受鼓掌会有永远爱你无论你作恶多少端依然把你当宝宝一样宠说你没错的亲友陈旧得说是10年前的剧本也不会有任何人怀疑包括最后都这样了还要陪那个女议员演和和美美我是真的不理解,差评,na
特别喜欢Florence Pugh也特别期待寡妹但真心觉得这部不好看流水线反派剧情还是老一套没什么新鲜感开场不到十分钟就开始犯困猛禽小队至少还有服化造型是有让人眼前一亮的漫威收拾收拾赶紧毁灭吧,差评,na
丢掉动作成分丢掉大场面解构了超级英雄但是又没有重构出什么有趣的东西甚至还是掉入了英雄叙事的俗套,差评,na
人物倒挺有魅力但怎么这个团队一点高光都没有,差评,na
过时鸡汤各方面都很陈旧没学会走就想跑起来最后只会散架如果是漫威粉丝在第五阶段里是可以一看的,差评,na
勾石看得睡着了,差评,na
废话好多也没有吸引人的出彩角色,差评,na
顶级营销内容无聊平庸想象一下James Gunn拍的那部自杀小队但是把James Gunn换掉然后角色火花基本没有这帮loser组在一起的动机也不说服人本来想说预期太高结果失望所以扣一星给两星想了想没有这个预期我也会给两星的,差评,na
好久没看过这么无聊的毫无诚意的电影了说着那些救世的话自己都一脸不相信的样子台词剪辑镜头演技全面AI化这年头还有真人演的电影吗,差评,na
MCU自复联4之后基本就拿三件事做文章平行宇宙钢铁侠史蒂夫罗杰斯看之前被宣发吸引导致我非常期待看之后频频摇头可能我对这部电影的预期是探讨MCU前几个阶段都没有真正做到的事情就是英雄与政治间的关系雷霆特工队在A24的制作班底下确实走出了一条有别于其它MCU作品的路子但我想我们急切地需要一部真正的政治惊悚与超级英雄结合的电影,差评,na
过于矫揉造作后半段已经难看到我朋友一个平时不打分的人直接在豆瓣打一星不是说超英不能有心理创伤啥的但你不能整出家人侠来糊弄人啊你让几个二线混混打哨兵不是存心为难他们吗小混混就该打小混混级别的反派一看到用爱感化哨兵真的忍不住翻白眼美队4用过一次马上接着再用我一看神奇四侠的预告出现we are family这句台词就不打算浪费钱了,差评,na
狭隘 幼稚 唧唧歪歪居然已经属于近年来漫威超水平的作品了漫威能不能搞明白自己存在的价值人类的生存宇宙的起灭无可复制的奇幻伴随成长的历史在妇联结束的项目中通通荡然无存真的在座的各位都是垃圾级别的创意和策划人,差评,na
堆砌了反英雄心理创伤政府阴谋等时髦元素却未能赋予其真正的叙事重量叶莲娜与巴基的角色弧光本可成为亮点却被仓促的团队戏稀释成流水账式的人物速写皮尤的表演虽具张力却困于剧本对二代黑寡妇的扁平塑造哨兵的精神分裂设定本可深挖却沦为CG大战的廉价催化剂其百万太阳之力的威胁感甚至不及银河护卫队中一根尬舞的触须想复刻美国队长2的谍战冷峻却因过度依赖团队内讧在黑色幽默与严肃议题间反复横跳最终两头落空瓦伦蒂娜的阴谋线更敷衍如PPT汇报权谋竟比迪士尼反派更儿戏所谓反英雄救赎不过是自杀小队的陈旧模板刷上一层漫威金漆连彩蛋都透露出创意枯竭的疲态当DC已用R级癫狂解构反英雄叙事时漫威仍在安全区里蹒跚缝合怪式的作品恰是其工业化流水线困境的缩影,差评,na
文戏怎么那么多啊尬得嘞,差评,na
低成本公式化超英模板1个半小时唠嗑15分钟特效,差评,na
漫威牌注水网剧都不如猎人克莱文怎么夸得下嘴的漫孝子们,差评,na
无聊最精彩的动作戏都在预告里了文戏也是流于形式泛滥陈词第三幕果然跟大家猜得一样是靠嘴遁取胜我能get到这群丧气Loser的魅力也想看他们有所作为可是本片就是一无是处无法让他们有出色的表现,差评,na
先说个结论不算银护3漫威四五阶段最好的电影蜘蛛侠3死侍3都比漫威一二三阶段最烂的电影惊奇队长黑豹要差漫威现在已经无法创作出一个动机清晰有执行力的角色了所有作品的所有角色想一出是一出这样的虫豸怎么会有超级英雄的魅力瓦伦蒂娜也是一坨屎手下这么多超级士兵为了毁灭证据就想一锅端了说两句话就妄图洗脑哨兵先不谈远不如自杀小队五个杂鱼哨兵的塑造也是稀烂关于创伤的设定及相关剧情被祖国人完爆哨兵之死是我少数看过的漫画之一直接照着翻拍口碑都能大爆节奏还行看着不无聊闯入梦境也有盗梦空间10的神韵可惜我摊上了一家垃圾影院幕布又脏3d各种残影高音量时有强电流声看的时候一直走神一边想着我下午玩的策略游戏一边想着这种烂烂组合上次见到还是JOJO6跟网飞,差评,na
看的电影院国配版两星不能再多了我就说30块钱的3D版总归不会是让我捡到便宜了我哪有这么好的运气配音太灾难了,差评,na
"为模仿大师Antonia来看的人好惨预告宣发甚至每张海报都诈骗马窝赔钱永远不会原谅🥲 
这部的文戏好烂太直给流水账了整体节奏也是走马灯速推为什么会毫无铺垫开始推心置腹讲童年创伤啊就算是自嘲也太ooc这还是鹰眼剧里躲起来舔伤口的小叶吗尴尬癌都犯了啊啊啊啊",差评,na
挺无聊的,差评,na
"awww主角团用拥抱感化自残抑郁侠so cute

Bob 刚出场的时候我还以为是snl里pdd里的martin呢

忽然想起来台词中有一处原句用的是her翻译写的是那个大妈指Valentina为此再扣一颗星",差评,na
又被烂片威骗一次还好免费看的 imax 不亏,差评,na
冬兵公路追逐戏那段挺好的黑梦那里实在很难不联想到盗梦空间不讲宏大主题了可不还是到处给路人挂脸谱有几段梗没听懂不妨碍我思考年轻人波比的脆皮人生观是怎么形成的啊 啊所以到底是想讲什么,差评,na
"IMAX
强烈建议不要看3D不要看3D不要看3D全片夜戏量太多加上BOSS的黑暗大招IMAX都有点看不清戴个3D眼镜等于睁眼瞎
主题就是废柴联盟Florence Pugh也谈不上多惊艳很多动作戏是替身在打架皮姐那小短腿宽下盘也不适合演这类角色只能说比之前那几部烂出翔的漫威电影好一丢丢里头一众演员的气场较旧复联差了十万八千里一到文戏就想玩手机
哨兵那个黄紧身衣加披风的造型感觉是在模chao仿nongDC的超人太可笑了国足的队员怎么能嫌弃C罗老了不行了呢",差评,na
整两个小时一个有魅力的角色都立不起来意识流迷宫部分更是低配版控制+心灵杀手,差评,na
摄魂怪大闹纽约,差评,na
闹着玩一样,差评,na
25他们话好多漫威的选角审美真是越来越令人迷惑了,差评,na
很烂烂到我不知道怎么评价了,差评,na
头脑特工队低配真人版全片像是那个魂游80的时间都在跑图大招清兵然后发现第一关的boss是全盛女武神为了补全设定大部分角色大部分时候都像拿了诺兰的剧本一样bb设定粉丝不粉丝路人也没照顾上为了反套路而反套路绝大多数情节都生硬的要命所有的而且从剪辑到镜头都无比平庸最后的组队大战宜家家居还算有点新意勉强能给个两星半吧,差评,na
比糟糕更可怕的是平庸比平庸更可怕的是乏味比乏味更可怕的是他们居然是新复仇者联盟太无聊了他们甚至没有给打败哨兵做任何一点蝼蚁战胜大象的情节巧思直接用话疗击败了所有文艺作品最难解决的Boss的存在危机而阴谋家像个小丑一样还想利用这支杂牌军组建一个英雄联盟而这支连讲段子都很无聊的Family杂牌军居然敢厚着脸皮接下复仇者这个名头吗的,差评,na
不怎么样免费票换的看了不心疼老套的剧情各种心理ji病主角偶尔的冷笑话说是新复仇者实际上真的落魄不如第一阶段的漫威,差评,na
又一部超长预告片,差评,na
前面三分之二太难看了 节奏很慢 恨没有三倍速后面还勉强新复仇者联盟 我没有一丝期待,差评,na
我觉得还行只是不太同意对于哨兵和虚无的设定喝了人造血清就能这么厉害了吗感觉跟绯红女巫凤凰女琴都差不多一个战斗级了这个设定很不接受当然还有最后的嘴炮猜到了的依然觉得可笑🤪,差评,na
第四阶段后的漫威就是个笑话同样的洗白坏人当英雄剧情漫威被隔壁dc的自杀小队吊打超英实在没东西拍了吗已经迭代到大战精神疾病内心恐惧版本了是吧 为了冬兵来看的唉结果又成老带新背景板,差评,na
像是ai剧情,差评,na
漫威此阶段最大的败笔之一就是把主线剧情的一大部分都分摊到了电视剧部分谁特么看啊,差评,na
"全篇能立得起来的角色只有冬兵和叶莲娜冬兵的高光戏份还少得可怜
ps想看冬兵带孩子的戏份",差评,na
他们有多厉害呢就这么说吧一块楼板需要他们全队去扶还要表现出团队协作勇气可嘉的样子,差评,na
雷人特供堆,差评,na
全是嘴炮前面至少半个小时不知道在干嘛观众喜欢看的CG和打斗都是一闪而过现在漫威也喜欢把小品带进工业电影里,差评,na
有新颖的地方但不多近几年最像AI写的一个超英哈就直说抄瞬息全宇宙吧连宣发都在蹭A24结果连皮都没学到拉来Son Lux做音乐是因为想找关家永俩导演拍个漫威版结果请不了哇看的出来这位导演也有点致敬哈台词一样内核一样结果还在用最俗的那一套超英来叙事就是黑袍纠察队里祖国人们演的广告那种,差评,na
以前还要从牛粪里挑点鲜花评价下对不起这次真评不了给我看麻了电影如Boss一样确实很VoidNothing but void看得我朋友都咳嗽了凯文费奇牛逼在他手上MCU蒸蒸日上永不亏损是我对烂的想象匮乏了今天凯文老师让我学习到了,差评,na
看得我昏昏欲睡,差评,na
幸好放映厅里就我一个人困了我还能站会虽然两部自杀小队旧的没有玛格特罗比就是一坨新的没有滚导就是一坨那也不是这个破玩意能碰瓷的即便我新阶段漫威电影电视剧一部不拉除了冬兵和皮尤我都得搜肠刮肚的想想这个人是谁就这帮边角料也敢图穷匕见亮个新复仇者的招牌咋的复仇者联盟现在是贴牌了是么,差评,na
瞎拍什么混乱得不行,差评,na
废材特工队失意者联盟翻来翻去的悲惨童年暗黑回忆drama童年自毁麻木雇佣兵之路没啥太多新意的故事梗概弑姐成魔恶魔训练的女特工盗版美队跌落神坛犯了错沦为常规失意男妻与子日常的抛弃留下空壳的家庭人设开场领便当还没来得及讲故事的隐形女没有太多故事的隐身女孩大胡子窝囊废喊口号老爸没了正版美队的故事辅助线巴基也只不过是胡子拉扎长发的独臂男刻意复刻其他英雄片的冷幽与反类型可惜也只是点到为止俄罗斯的气泡音皮尤真的非常有魅力收尾的部分倒也还可以黑化消失的人影正反两面的左右互搏关于没有伙伴自我消解的抑郁故事伐木累的治愈之道好伙伴的斗嘴Family Trip女政客Work Bitch拂袖多变利用一切正反转化的黑白颠倒收尾恶搞海报复刻反而最惊艳,差评,na
这部片也是一坨唯一的改变就是不怎么衔接漫威主线和各种蹭彩蛋了但是主要剧情还是毫无亮点甚至动作特效场面也不舍得搞了还有饰演模仿大师的欧嘉你们真不是因为她在社媒上的政治立场才把她踢出局的,差评,na
边角料低配版复联VS精神分裂版超人或者说灭霸Boss战成了心理疗愈更是加强了这种浓浓的山寨味,差评,na
太弱智了 漫威,差评,na
洋桥华谊IMAX,差评,na
太尼玛难看了我靠漫威是不是复联四之后每个电影都这么营销啊每次我感觉诶哟打戏不错啊然后就戛然而止随之而来的是一堆听我的昏昏欲睡的漫威冷笑话甚至电影都没有一个真正意义的高潮到后面连漫威标配的打戏都没有意识流之后就结束了我靠整个队伍的人都跟青春期似的幼稚大吵大闹难受哭找爸爸我靠太难看了,差评,na
本来从不看漫威的但是你也架不住只有漫威啊符合对漫威电影的一贯印象连大场面都廖廖你敢信真不如在家看集美剧算了,差评,na
啥玩意,差评,na
被拉着去看了超英没有基础的差生前一半直接昏睡过去看到金发超英出现直接笑醒了白男超英形象太典了整体超出预期尤其是没有绝对的反派这一点终极敌人是自己的灵魂和虚无所有人都要面对自己的创伤和一切都没有意义这个事实然而后半段避重就轻用我们都在你身边这种煽情鸡汤作为解法实在有点糊弄了反派形象太神了全黑的身躯被吞噬的人瞬间化为黑烟联想到回路里人的死法生命的虚无和死亡的未知具像化不知这部电影是否有原子弹爆炸后人死亡的意向这点真的打破我对超英的刻板印象和评价甚至有点想补几部片～,差评,na
许久没看漫威没想到已经变得这么无聊就仿佛一部又长又臭的剧还在努力拍续集感觉在很努力地讲一个拯救抑郁症患者同时抱团取暖的故事但磨磨蹭蹭两小时不如隔壁树人的一句we are groot剧情拖沓人物塑造失败而且是真的无聊到抠脚垃圾,差评,na
就那么回事儿吧再次证明漫威电影已经低龄化了漂亮国特别喜欢把杂牌军凑在一起拯救自我灵魂的剧情模式只不过这次这也太低成本了吧,差评,na
难以想象前几部是有多烂这部才会有人夸依旧是超级俗套的美国家庭内核的故事剧情家庭成员一起聊着笑着帮助新加入的成员走出抑郁症顺带面对下自己黑暗的过去就算跟自己和解了说是新复仇者也仅仅是个噱头场面却是畏畏缩缩不敢放开手脚的竟然有人说文戏不错是认真的吗只觉得塞包越老越帅了,差评,na
"很平庸的一部字幕最后的彩蛋是我有史以来见过时间最长的彩蛋但它预告了下神奇四侠
剧情本身就在讲几个电视剧和票房不好的漫威作品里的loser角色们的自我救赎一群人最后不是靠打来赢反派而是靠感化",差评,na
低配版怪奇物语加盗梦空间很一般剧情没有高潮一堆人忙忙活活就很无聊,差评,na
"垃圾浪费生命中的两个多小时
为啥没有0星可打",差评,na
笑点少且不自然泪点短且无新意最期待的动作戏也完全没有复刻美队2的辉煌大场面更是隔靴搔痒总之期望越大失望越大,差评,na
漫威越来越烂了,差评,na
回家回家有爱就不怕,差评,na
最低只有一星是我的遗憾从没看过这么抽象的电影,差评,na
"台词欠点意思哨兵真是有受迫害妄想症
一群臭鱼烂虾组成的团队说好的超能力呢并且几个角色都跟带资入组一样台词念得超烂的
冬兵追几位主角那段是为数不多的亮点
红色守卫强行挑起与哨兵的冲突要开战明明就打不赢
女主自诩跟boss很熟也挺搞笑的",差评,na
报看,差评,na
"+
本以为是一部常规的反英雄超英片就跟隔壁的自杀小队一样没想到被将了一军竟然是一部关注心理健康的片子与大boss Sentry的战斗被具象化成了协助其与抑郁症抗争的过程这一部可以说是漫威超英片历史上的最大突破了观众谁都想不到敌人不是什么反社会外星人政府高层而是不健康的心理状态
五一档进度37",差评,na
漫威再给我喂屎我真的会杀人,差评,na
"迪士尼把漫威卖了吧求求你了整个儿
玩尬的",差评,na
"真的是尬的很
漫威已经沦为笑柄自我感觉良好的样子看的让人可笑～
完全没有逻辑硬拍硬觉得大美丽世界第一英雄们宇宙无敌～
真是呵呵",差评,na
好看在哪我请问,差评,na
拍得并不好看情节动作场面都没什么好看的并且越来越俗套现在超英电影里插科打诨都已经是标配了新意在于这是漫威第一次讲述这样的主题一个生活里的loser带着大篇幅来拍主角们的精神失态往事真正的心理问题靠着扩张自己的创伤阴暗面来武装自己A故事与B故事都指向一个终点抛下过去干净做人结尾的新闻发布会让这几个人从干脏活的人成了上得了台面的新复联导向团体的集体胜利多奉劝世界要团结别单干自救很难有能力大家多帮衬帮衬,差评,na
"人物塑造稀碎
吧唧是帥的但也只給帥5秒Yelena也是很單薄還是我中間落下太多作業
PS金逸影城IMax真的吵死了只有在這看的時候手錶會爆90分貝提示
PPS BJIFF的時候我還覺得怎麼電影節的觀眾素質還良莠不齊讓人遺憾今天普通場分分鐘讓我看到部分個體的觀影素質堪憂程度左右兩邊屏幕都高亮右邊情侶一個不斷問蠢問題一個樂此不疲的回答然後女的突然來公事全程高亮玩手機說話也超大聲敞開聊我真想飛踢",差评,na
无功无过外国片减一星,差评,na
其实商业上我很理解漫威困境但好歹稍微塑造一下人物吧推new avengers结果重心全在完全没展示魅力点的哨兵身上以前只是难看吧倒没犯这么低级的错误还有那慢动作打戏实在太好笑了,差评,na
本来就不喜欢inside out2结果现在又搞了个真人土味转制版实在很难绷但架不住它是真好笑啊比队4更上一层楼一款属于欧美人的包饺子大电影巴基骑着摩托扛着rpg闪亮登场差点给我笑到椅子下面去你们又是在招魂谁我不说哨兵是在cosplay法老王吗明面上捧皮尤但c位分明是Bob哥but who r U感觉盾冬这对确实只需要个盾同人女就能嗑以及不要再给384仰拍镜头了还觉得那张脸不够残忍吗这操作和把美队2摩托戏和这部并在一起剪对比视频不出上下的恶毒,差评,na
除了结尾还算惊喜别的部分只想点播一首孤独患者给老美,差评,na
"前一小时1星半话痨乏味无趣
冬兵出来以后2星比之前1小时能好看一丢丢
鲍勃黑化以后勉强给个3星吧黑化鲍勃真的很酷但是镜头太少漫威最近是不是很缺钱
不推荐等着网上看就行真不用去电影院",差评,na
行行行你们漫威把初代全部送走现在武力设定动作设计人物弧光上都玩不出新花样了就给我来这套将心灵疗愈进行到底的鬼把戏是吧冬兵大爷带一堆战五渣又要颜值担当又要物理输出其他人就特么负责打嘴炮你闹我呢漫威你看着我的眼睛告诉我你真的就准备拿这个草台班子拍复联5吗,差评,na
我记得不是有六个人吗,差评,na
乱七八糟拖沓无聊,差评,na
为什么不多打打🤔,差评,na
平庸之作,差评,na
黑寡妇2失败者联盟故事勉强完整剧情寡淡如水决战十分儿戏,差评,na
漫威电影狗屁的纯工业化流水线产物,差评,na
别去看 别去看 别去看,差评,na
在影院独自包场看了集又臭又长的美剧,差评,na
漫威啊漫威你这是把回光返照当文艺复兴了吧雷霆特工队看完我仿佛被按头灌了一壶工业废水又酸又涩还带塑料味满分五星打一星都是给哈雷摩托的广告费面子毕竟人家ADV骑得再拉风也救不了你这坨缝合怪剧本,差评,na
看到最后半小时觉得只有最后半小时好看看完片尾觉得片尾比整部电影都好看不是说没有优点打戏虽然全套招+行活但起码没有乱晃乱剪美队3那种抄袭谍影重重不到位的陋习没有延续下来这是万幸鲍勃的人设还算完整并非角色弧这货没有弧光可言电影的高潮部分也是因为对鲍勃人设的展现而具有张力瓦伦蒂娜这个角色比较有趣上次见到这么有趣的反派角色还是自杀小队的沃勒阿耶那部烂片里的不是肛恩拍的那个脸谱大妈A24的人参与多少让电影的某一部分时刻有了一点影像上的质感但也不能挽救整部电影本质上依然是注水美剧的事实MCU依然不堪入目但起码比起前几年算是回光返照了一点对于目标受众来说简直应该振臂三呼万岁最后MCU真他妈浪费演员欧嘉柯瑞兰寇这种美女脸都不露一下,差评,na
两星半弗如自杀小队,差评,na
文戏尴尬武戏无聊工业垃圾后悔去电影院送钱,差评,na
上厕所错过了据说全片最精彩的打戏两分钟过于老套的情节模式化的角色不是因为陪别人看自己是不会去电影院浪费钱的,差评,na
全程等模仿大师复活,差评,na
漫威有自己的全面啟動,差评,na
能看出漫威工业水平真是下降了不止一点节奏慢得不像是类型片大量的废戏对剧情推进和人物塑造起不到任何作用角色塑造更是严重失衡为了捧寡妹加了太多废戏反而幽灵美国密探巴基的人物曲线却不饱满了尤其是幽灵出场性格塑造就不明确到第三幕救人的时候更是感觉很突兀她的曲线根本就没达到向救人的英雄的转变最后又是上伐木累价值观太土太突兀了动作戏更是毫无记忆点和创意少而糙也就巴基的几个动作能看打哨兵那场堪称灾难特效声音一团糟特别僵硬第三幕居然又是嘴炮不说这种精神空间具像化的情节也太电视剧了我一下梦回CW闪电侠了嫁接的喜剧类型也非常低级就是搞反差最简单也是最低级的喜剧类型这么多性格迥异的角色真的是浪费,差评,na
25星暧暧内含光EVA盗梦空间红辣椒广岛源原子弹下的黑影,差评,na
越看新出的漫威电影只会越来越怀念以前的这拍的都是什么鬼啊反派哨兵也不够看啊,差评,na
太丧太无聊无聊到什么程度呢我看4dx一会就睡着了震醒过来又接着睡选角甚至没有一个合眼缘的,差评,na
这电影跟诈骗没啥区别,差评,na
"BORING全片加一块没最后的几张海报有意思这是看哈利奎因眼红到失心疯死马当作活马医做出来的老瓶装老酒的流水线流水账么

自杀小队的核心最重要的是玛格塔的颜换一个你猜她还能成功么二代黑寡妇只能说毫无记忆点另一个是与超英不同的反无论是蠢也好萌也好鲨鱼就是个成功的案例而反例就多了其他你记不住的配角都是反例再看雷霆集平庸之作反派靠爱与和平解决危机你听听这合理么

只能说欢迎来到超英电影的垃圾时间",差评,na
鸡汤太多又一部漫威扑街片,差评,na
加了A24味道的奶茶新品想念巴基演飞黄腾达了,差评,na
乏善可陈,差评,na
十分不喜欢各种想一出是一出的桥段强行拼凑有点像公路片却没有惊奇和逻辑可言坐我右边那个男的真的全程笑得很大声很夸张我这辈子没有这种体验像对着你耳朵发出很恶心的怪笑声真的很影响我看电影而且几乎是每个烂笑梗都会这样这个反派还是太反常规了为了结局的战胜导演怎么编都行个人感觉超级无聊不过电影质感还可以毕竟前阵子看的猎鹰连电影我觉得都算不上,差评,na
